	op_id	op_gender	post_id	q	is_qy	q_score	oov
41470	77274779	M	41470	Did POTUS make the right move?	True	0.9852763305577256	False
135695	14149394	M	135695	It is warm in here, isn't it?	False	0.98529776480505	False
135740	14149394	M	135740	It is warm in here, isn't it?	False	0.98529776480505	False
675	11679984	M	675	How about a 40 in the 7day?	False	0.9853213212127001	False
100710	75738195	M	100710	What's Geraldo's take on Britain's Romeo & Juliet?	False	0.9853415625720848	False
70949	65335637	M	70949	6) Moral of the story?	False	0.985385349717232	False
60540	40564507	M	60540	When?	False	0.985405325448874	False
267	11679984	M	267	Planning on doing some Christmas shopping today?	False	0.9854382298876809	False
81450	77108673	M	81450	How HOT was it in your neighborhood!?!?	False	0.9854397415044895	False
59283	40564507	M	59283	Is life good?	True	0.9854690631242542	False
135720	14149394	M	135720	Aunt Bethany: [turns to Lewis] What, dear?	False	0.9855687094318505	False
57808	40564507	M	57808	Will you let the eternal spring that's in your heart come out and play?	False	0.9856108748387477	False
56120	40564507	M	56120	Will you let the eternal spring that's in your heart come out and play?	False	0.9856108748387477	False
81563	77108673	M	81563	Has your life been touched by anyone with MS?	False	0.985694696079457	False
99338	75738195	M	99338	"I then challenged anyone to find ""a youngster -- a Puerto Rican from the South Bronx or a black kid from Harlem who has succeeded in life other than being the one-tenth of one-tenth of one percent that make it in the music business -- that's been a success in life walking around with his pants around his ass and with visible tattoos..."" Or going around with their faces buried deep inside their hoodies?"	False	0.9857445593322689	False
723	11679984	M	723	Will the kids need layers for Halloween?	False	0.9858171187676708	False
58705	40564507	M	58705	If you could ask Reverend Sheila Mckeithen one question, what would it be?	False	0.9858695833424362	False
58347	40564507	M	58347	What if the path to your most fulfilling life has already been written by the universe, and all you needed to do was accept it?	False	0.9859114781390614	False
55857	40564507	M	55857	Is that something you take for granted?	True	0.9859320278484256	False
82156	77108673	M	82156	What do you see in my Greek coffee today?	False	0.985933687951133	False
133594	99348719	M	133594	"Sen. Johnson will hold press conference on Obamacare & unveil suit ""against the individual mandate, allowing special treatment for members of congress""- YOUR thoughts?"	False	0.9859375684741729	False
163	11679984	M	163	Fan of temps in the teens and snow?	False	0.9860221033075258	False
81797	77108673	M	81797	Have you ever had a bucket of ice water dumped on you?	False	0.9860347213002625	False
132709	99348719	M	132709	Thoughts?	False	0.9860464518320848	False
58687	40564507	M	58687	Can you relate?	False	0.9860505343070111	False
81996	77108673	M	81996	What do you enjoy buying there?	False	0.9860704947921054	False
82559	77108673	M	82559	Do you know anybody in this picture?	True	0.9860890394970191	False
91935	99847210	M	91935	How well do you know Dean Koontz and Odd Thomas?	False	0.9861132610614656	False
5582	98249750	M	5582	Shit, why didn't we think of that?	False	0.9861190603606446	False
98879	75738195	M	98879	If this Iowa vote was last week it would have been Marco Who?	False	0.9861456329927546	False
71719	65335637	M	71719	Can we all agree that our country's future is directly correlated with how serious we are willing to get about education?	False	0.9861633200814154	False
56131	40564507	M	56131	That's something to be grateful for, right?	False	0.9861668984519811	False
92248	99847210	M	92248	Have YOU met Odd?	False	0.9861741658685481	False
59177	40564507	M	59177	Are you registered?	True	0.9862710030793762	False
1101	11679984	M	1101	Are you ready for a 30 temp drop?	True	0.986272285910914	False
133397	99348719	M	133397	Media to blame for bad presidential 'optics'?	False	0.9863070575604895	False
59027	40564507	M	59027	I will see you in service tomorrow,  Yes??	False	0.9863163086470889	False
59439	40564507	M	59439	Would it shock you if I were to say to you that you were born sane ~ the essence and embodiment of love everlasting?	False	0.9863814765375515	False
92962	30485755	M	92962	Who wants to be a millionaire?	False	0.986409658997034	False
99732	75738195	M	99732	And what's with Baldwin?	False	0.9864219721257201	False
140054	95717050	W	140054	"Winner gets a shout out... :{)  It's a TIE between ""Sadly, she didn't know it was the hand signal for 'sit'"" & ""so what is the best thing about an elephant's behind??"	False	0.9864272976775981	False
72038	65335637	M	72038	#Ferguson - is this really how you think your going to raise then LEGITIMATE issue of the disconnect between law enforcement and the black community?	False	0.9864672968522851	False
311	11679984	M	311	Are you ready for some Snow???	True	0.9865070527024444	False
58093	40564507	M	58093	Are you ready to feel your true Happiness?	True	0.9865148408966794	False
60805	40564507	M	60805	Out of town?	False	0.9865261961515812	False
82133	77108673	M	82133	What is your favorite local band?	False	0.9866493265572717	False
3028	64889247	M	3028	A woman in the tea party is quitting?	False	0.9866759081387707	False
81891	77108673	M	81891	What does your wild imagination see in my #GreekCoffee today?	False	0.9867774109231087	False
72752	65335637	M	72752	Want to be inspired?	False	0.9868161290327554	False
1000	11679984	M	1000	But wait,Temps drop BIG TIME, and maybe some rain?	False	0.9868189335870398	False
53512	40564507	M	53512	Will you join me tonight at Agape International Spiritual Center?	False	0.9868977469353629	False
58630	40564507	M	58630	Are you ready to laugh, cry & explore new possibilities to expand your life in ways you did not think possible?	True	0.986964304374183	False
90876	36339598	M	90876	What is Craig saying?	False	0.9869853826159779	False
100276	75738195	M	100276	Women in combat - what's your take?	False	0.9870033763216582	False
54930	40564507	M	54930	Will you take a holy breath, right here?	False	0.9870064738632685	False
57664	40564507	M	57664	What are you thankful for right now?	False	0.9870113994253918	False
100362	75738195	M	100362	Why?	False	0.987080094255115	False
133565	99348719	M	133565	"Boehner at GOP retreat: ""We're actually the alternative party"" – Repubs unite behind finding an alternative to Obamacare –will voters agree?"	False	0.9870809169486403	False
59475	40564507	M	59475	Do you question your goodness?	True	0.9870887260329255	False
55810	40564507	M	55810	Are you tired of doing the same old anti-climactic New Year's Eve countdowns?	True	0.987101995527128	False
42603	77274779	M	42603	Thoughts?	False	0.9871198276791516	False
5522	98249750	M	5522	Is there any Republican so vile I still don't hate the media more?	True	0.987142952206	False
59458	40564507	M	59458	Join me for my  Hay House Radio show ~ The Answer is You, today at 10AM PT / 1PM ET ... Today we'll discover how to deal with life's challenges without fear, and how to move forward to reach your heart's desire ... Are you Fearless?	False	0.9871549519461965	False
999	11679984	M	999	63 and wet in the Valleys?	False	0.9871908943814838	False
54672	40564507	M	54672	- Francis E. Revels Bey  Is it time to find out some more about yourself?	False	0.9872058889050175	False
345	11679984	M	345	Getting your groove on tonight?	False	0.9872174091127076	False
8895	98249750	M	8895	Should Mitt Romney speak out against radical Mormonism?	True	0.9872844761372683	False
41706	77274779	M	41706	Might a lawyer not want them out there when negotiating with the IRS?	False	0.9872998624819361	False
72444	65335637	M	72444	10 years ago i was supposed to be in a wheelchair for #ms What if i had believed that Doctor?	False	0.9873301663597848	False
8552	98249750	M	8552	Mitt, you do know that most of America thinks Mali is one of Obama's daughters, right?	False	0.987331534165206	False
293	11679984	M	293	Look out west, heading there?	False	0.9873723192197921	False
339	11679984	M	339	Could the kids see 75 degrees on Halloween?	False	0.9874262859923835	False
100748	75738195	M	100748	When was the last time Geraldo shaved off his mustache?	False	0.9874426078078178	False
55042	40564507	M	55042	Are you looking to make a meaningful difference with your life?	True	0.9874775379624519	False
708	11679984	M	708	Are you ready for Snow Showers?	True	0.9875061061557265	False
92232	99847210	M	92232	Dean Koontz and Odd Thomas want to know: how odd are your friends??	False	0.9875135091704664	False
100499	75738195	M	100499	Do you believe him?	True	0.9875820230661767	False
100178	75738195	M	100178	"""How freaked would we all be if it was a GOP administration snooping and harassing journos?"	False	0.9875855928048776	False
60791	40564507	M	60791	Yes?	False	0.9876226216427088	False
81454	77108673	M	81454	What does your wild imagination see in my #GreekCoffee?	False	0.987631608350833	False
57899	40564507	M	57899	Are you excited now?	True	0.9876603326699097	False
53483	40564507	M	53483	Ready to place yourself in high vibrations today?	False	0.9877729991863451	False
250	11679984	M	250	NYE, will it be warm or cold?	False	0.9878124999957741	False
58331	40564507	M	58331	Will you come fellowship with me?	False	0.9878220020113033	False
58427	40564507	M	58427	Agree?	False	0.9878352988270994	False
99547	75738195	M	99547	Why?	False	0.9878610974062203	False
56689	40564507	M	56689	How Grateful are you?	False	0.987873499558036	False
81488	77108673	M	81488	What does your wacky imagination see in my #GreekCoffee?	False	0.9879055225569985	False
58675	40564507	M	58675	How can you express the glory of the living light that is within you?	False	0.9879354319857984	False
94898	30863532	M	94898	This is the B-more mayor?	False	0.9879521065962588	False
59514	40564507	M	59514	My topic for tonight is Your Voice, Pathetic or Prophetic?	False	0.9880193961542804	False
99067	75738195	M	99067	How do you like them apples?	False	0.9880470377466952	False
99160	75738195	M	99160	What if the Racist Judas mass killer was a black guy and the nine innocent souls slaughtered white?	False	0.9881010523376422	False
3335	64889247	M	3335	Obama adopts his super PAC?	False	0.9881027144430861	False
100755	75738195	M	100755	Do you know the answer?	True	0.9881141552731837	False
59612	40564507	M	59612	My topic tonight is:  Where Do We Go From Up?	False	0.988144287107139	False
74376	65335637	M	74376	On the next Montel Across America, we'll bring you the headlines and hot issues from all around the world.What's the plan for Afghanistan?	False	0.9881651322625759	False
133716	14149394	M	133716	Hey Danny DeVito, Frank Reynolds has no chance to out-funny Pierce, am I right #Community fans?	False	0.9881821815387908	False
99305	75738195	M	99305	Today the gloom of winter is banished by optimism and the notion that we have survived another cruel season with its nagging question of why don't we all live in Florida?	False	0.9882408034760275	False
72042	65335637	M	72042	Think about this objectively - why on earth would you announce this decision at night (when you could do it during daylight)?	False	0.988283968145532	False
10320	98249750	M	10320	Did u see that lady hit the Panama City shooter with her purse?	True	0.9883323223250086	False
9456	98249750	M	9456	Isn't it great to live in the United States of Stupid?	True	0.9884408966757714	False
57940	40564507	M	57940	Can you think of 3 things that you can be truly grateful for today?	False	0.988454989737576	False
99399	75738195	M	99399	What happens when a cell of madmen inspired by religion gets its hands on weapons of mass destruction?	False	0.9884571209426811	False
70649	65335637	M	70649	"Rather than another reflexive ""thoughts and prayers"" offering - what if the memorial to the 5 heroes who died last night is real - what if it's what I just wrote?"	False	0.9884591749199153	False
81472	77108673	M	81472	What's your favorite beer?	False	0.9884604605784406	False
129511	82700793	W	129511	Thoughts???	False	0.9885308333231811	False
8047	98249750	M	8047	Why not just beat an actual dead horse?	False	0.9886175642469327	False
70434	65335637	M	70434	For the love of God - is there anyone in the Trump Administration who isn't compromised by Russian intel?	False	0.9886341382921718	False
96109	30863532	M	96109	Which of these Handsome Haberdashers (AKA: Men Who Wear Hats) get scrapped, which tapped, and which gets the ring?	False	0.9886589806457691	False
99620	75738195	M	99620	Questions: Is it anti-Semitic or self-hating for a proud American Jew/Zionist to say Israel's West Bank land grab last week is an arrogant, aggressive,  sharp stick in the eye to the peace process?	False	0.9886701162383977	False
629	11679984	M	629	Going to the Sox opener Friday?	False	0.9887180822255486	False
58594	40564507	M	58594	Are you going to join Rickie Byars Beckwith and me in the OCEAN on a luxury yacht this Saturday?	True	0.9887359476103481	False
73305	65335637	M	73305	Do you want beautiful and healthy skin?	True	0.9887700846877084	False
81884	77108673	M	81884	What does your wild imagination see in my #GreekCoffee today?	False	0.9888038985851638	False
58822	40564507	M	58822	Are you ready to feel your true Happiness?	True	0.9888740214066621	False
2691	64889247	M	2691	I truly believe one day a future supreme  court will look back at the decisions of the Roberts court and say the judicial equivalent of WTF?	False	0.9889603211332193	False
54674	40564507	M	54674	Is there one person in your friends list that this reminds you of?	True	0.9889876404236235	False
55011	40564507	M	55011	Will you join me tonight?	False	0.9890470014338255	False
99461	75738195	M	99461	But How Would You Feel?	False	0.9890728317743342	False
82221	77108673	M	82221	What does your wild imagination see in my Greek coffee today?	False	0.9891292054325985	False
82465	77108673	M	82465	What does you wild imagination see in my Greek coffee today?	False	0.9891292054325985	False
132963	99348719	M	132963	Are his comments appropriate?	True	0.9891456695070961	False
53871	40564507	M	53871	Are you a dreamer?	True	0.9891768335696094	False
81919	77108673	M	81919	What is your favorite foreign film?	False	0.9891901462278879	False
99278	75738195	M	99278	Why does USA with 5% of world's population have 25% of all incarcerated?	False	0.989268555720488	False
60456	40564507	M	60456	In times of challenge and change, there are key questions pulling at our consciousness and our conscience:  Do we search for meaning, or grasp at survival?	False	0.989337929917078	False
57714	40564507	M	57714	You know those things you've been planning on achieving?	False	0.9893786210324707	False
92599	30485755	M	92599	Recorded in San Diego when America was Great Paris mon chatons Wednesday, June 17 Shakespeare and Company Paris, France Podcast and Book Signing 6/20/2015: Whose Line is it Anyways?	False	0.9893932641470842	False
57584	40564507	M	57584	Are you ready for some fun tonight at Agape International Spiritual Center in Culver City, LA?	True	0.9894225096620659	False
41469	77274779	M	41469	Same questions for Sen. Gardner - Did POTUS make the right move?	False	0.9895079343847396	False
56334	40564507	M	56334	Do you know how it feels?	True	0.9895129232973591	False
42484	77274779	M	42484	Thoughts?	False	0.9895299738611486	False
100678	75738195	M	100678	So why kill Casey?	False	0.9895845716720838	False
95346	30863532	M	95346	Did you see #Mac and #Cheese on the news?	True	0.9896013030894454	False
125	11679984	M	125	How long will it last?	False	0.9896320787181679	False
72911	65335637	M	72911	Don't you agree?	True	0.9897702562165379	False
8930	98249750	M	8930	What would Mitt Romney's foreign policy look like?	False	0.9897949108281641	False
132739	99348719	M	132739	"Donald J. Trump at a campaign rally in the swing state of Florida: "" If the corrupt politicians win, American's loose.."" Happening Now  Do you agree?"	True	0.9898171637024121	False
81513	77108673	M	81513	Got #Frost or #Fog?	False	0.9898423610403512	False
58336	40564507	M	58336	Will you join me tomorrow night at the Agape International Spiritual Center for Wednesday Service?	False	0.9898704721094062	False
41887	77274779	M	41887	Now that is the point of the debate, isn't it?	False	0.9898753676173354	False
58490	40564507	M	58490	Are you committed to being the best version of yourself?	True	0.989927028236302	False
81690	77108673	M	81690	What does your wild imagination see in my #GreekCoffee?	False	0.9899275161124129	False
81836	77108673	M	81836	What does your wild imagination see in my #GreekCoffee?	False	0.9899303342398961	False
96424	30863532	M	96424	While I had the cast of Hardcore Pawn here, I had to ask an important question: what exactly is a pawn shop?	False	0.990033842580514	False
56118	40564507	M	56118	Want to know what it feels like to snap a selfie with one of the greatest men to walk this planet?	False	0.9900476351169396	False
100700	75738195	M	100700	But is there truth to the argument it might not have been him?	False	0.9900479516806016	False
55436	40564507	M	55436	Have you checked your mentality?	False	0.9901295072245183	False
54232	40564507	M	54232	Have you been meaning to stay focused for a while?	False	0.9901547433615505	False
56245	40564507	M	56245	Is it time to be in love with YOU?	True	0.990225719565805	False
53653	40564507	M	53653	Have you got love to share today?	False	0.9902313811166019	False
81536	77108673	M	81536	What's your favorite Greek pastry?	False	0.9902483768076715	False
54061	40564507	M	54061	Is there anyone you would like to share the Agape vibrations of peace with?	True	0.9902485904338397	False
60202	40564507	M	60202	Yes?	False	0.9902694326781587	False
54990	40564507	M	54990	You know that amazing feeling?	False	0.9902834798368878	False
57583	40564507	M	57583	OK?	False	0.9903501694821455	False
57760	40564507	M	57760	Ok?	False	0.9903501694821455	False
56773	40564507	M	56773	OK?	False	0.9903501694821455	False
71264	65335637	M	71264	Where was ALM for #ZacharyHammond, a white teenager who was apparently shot in the back while unarmed in a tactically odd buy bust op gone terribly wrong?	False	0.9903613062526169	False
100604	75738195	M	100604	What was accomplished for all that blood and treasure?	False	0.9904002340617287	False
172	11679984	M	172	#Record Warmth?	False	0.9904247802774103	False
133600	99348719	M	133600	Obamacare's new test starts New Year's Day, as many Americans begin to use the program's new medical coverage for the 1ST time- what are some of YOUR questions?	False	0.9904885847624167	False
56955	40564507	M	56955	Will you choose to be happy?	False	0.9905558533036811	False
55312	40564507	M	55312	Were you apart of the extraordinarily engaging community that joined Facebook LIVE for services at Agape International Spiritual Center last sunday?	False	0.9905599501219636	False
81974	77108673	M	81974	Have a Great Day?	False	0.9905766662320165	False
42356	77274779	M	42356	Why is there such a gap between what they care about, and what the media is talking about?	False	0.9905801548348704	False
100477	75738195	M	100477	So he'd like to know, what are some things you would you like to see more of?	False	0.9906364818827136	False
58598	40564507	M	58598	Isn't life remarkable?	True	0.9906534887696323	False
8897	98249750	M	8897	But where's Sandman when you need him?	False	0.9906633566407419	False
100199	75738195	M	100199	What took so long?	False	0.9906641740204525	False
56969	40564507	M	56969	Will I see you there?	False	0.9906684512661823	False
57444	40564507	M	57444	What song will you choose to sing today?	False	0.990700927219662	False
133659	99348719	M	133659	Speaking of great finds…how'd you like to stumble upon a four-carat diamond?	False	0.9907046321411214	False
58617	40564507	M	58617	How would you like to be one of the first people to hear Deepak Chopra speak following the November release of his new book, SUPER GENES: The Key to Health and Well-Being?	False	0.9907198318699363	False
56289	40564507	M	56289	Did you catch my conversation with Oprah Winfrey on SuperSoul Sunday?	True	0.9907279371069517	False
54362	40564507	M	54362	Can you think of just 3 things that you can be grateful for today?	False	0.9908236672627866	False
58825	40564507	M	58825	Can you relate?	False	0.9908493269146997	False
5415	98249750	M	5415	Huh, new tactic here for Republicans - actually paying attention to facts?	False	0.9908499302485296	False
81877	77108673	M	81877	What's your favorite Fresno State  athletic activity?	False	0.9908750122617941	False
82137	77108673	M	82137	Are you enjoying this weather?	True	0.9909077924660047	False
55248	40564507	M	55248	Was it God's fault that they were walking without luminosity at night?	True	0.9909225847629659	False
56618	40564507	M	56618	Do you pray?	True	0.9909405875391107	False
54548	40564507	M	54548	Do you pray?	True	0.9909405875391107	False
54371	40564507	M	54371	Do you pray?	True	0.9909405875391107	False
57122	40564507	M	57122	Do you pray?	True	0.9909405875391107	False
57060	40564507	M	57060	Is that how you pray?	True	0.9909405875391107	False
82118	77108673	M	82118	Do you have a Tuesday ritual?	True	0.9909988834375366	False
72096	65335637	M	72096	Did they learn nothing from the lessons of the post-Vietnam era?	True	0.9910380616882842	False
72294	65335637	M	72294	What value are my criticisms of anyone if I don't remain consistent in criticizing those who grandstand?	False	0.9910444800870143	False
10054	98249750	M	10054	It's your turn America, what are you waiting for?	False	0.9910607955369303	False
132708	99348719	M	132708	Green party candidate Jill Stein raised millions of dollars to recount election votes.. Will this costly process make any difference?	False	0.9910659369597116	False
8813	98249750	M	8813	"Question: How come preventing chaos and civil war in Iraq was enough to say, ""Bush's surge worked,"" but averting a complete financial meltdown and a second Great Depression isn't enough to say, ""Obama's stimulus worked""?"	False	0.9911011329556418	False
8351	98249750	M	8351	If you're a Republican, isn't it a serious problem when George W. Bush is a couple steps ahead of the rest of your party?	False	0.9911400113837736	False
99591	75738195	M	99591	Does it even matter to these screamers that there has never been a verified penetration of the Mexican border by a Muslim extremist?	True	0.9911826675747896	False
1056	11679984	M	1056	Rain?	False	0.9911881816688136	False
132837	99348719	M	132837	How will Trump gain his momentum back?	False	0.9912043697476587	False
57260	40564507	M	57260	Ready to WAKE UP?	False	0.9912079782765544	False
81879	77108673	M	81879	What does your wild imagination see in my #GreekCoffee today?	False	0.991221312341511	False
59793	40564507	M	59793	Musical Inspiration:  JackiSimone Elliott  See you soon, yes?	False	0.991260976108764	False
133175	99348719	M	133175	In new run, can Mike Huckabee recapture 2008 momentum?	False	0.9912795656976467	False
72260	65335637	M	72260	If we don't challenge our comfort zones, how do we solve the problems of a complex world?	False	0.9912871896775168	False
54066	40564507	M	54066	Do you feel the power and potency of prayer?	True	0.9913388613658317	False
57473	40564507	M	57473	"Do you understand what I mean when I say ""instead of getting, you end up letting""?"	True	0.9914321978186811	False
59217	40564507	M	59217	We appreciate you!--  Are you Planting and Walking, as we talked about on Wednesday?	False	0.9914339738821215	False
662	11679984	M	662	Could we break that this month?	False	0.9914626012780465	False
1125	11679984	M	1125	Ready for cooler weather and possible drizzle?	False	0.9914700493401233	False
100483	75738195	M	100483	Leaked or released?	False	0.9914816788169123	False
82213	77108673	M	82213	What does your wild imagination see in my Greek coffee today?	False	0.9914993091647819	False
255	11679984	M	255	Then big warm up by Christmas, is 50 possible in Chicagoland?Thinking about NYE?	False	0.9915209355585762	False
166	11679984	M	166	Greatest of all time?	False	0.9915332963852477	False
55896	40564507	M	55896	That's something to be grateful for, right?	False	0.9915668373749227	False
5802	98249750	M	5802	Oh my god did i just hear Ted Cruz say something awesome that i agree with?	False	0.9916069531840225	False
53974	40564507	M	53974	Are you ready to feel deep love?	True	0.9916418091673519	False
59218	40564507	M	59218	Are you Interested in the Evolution of Love?	True	0.9916560813251313	False
60801	40564507	M	60801	Yes?	False	0.9916703610210463	False
822	11679984	M	822	70, anyone?	False	0.991686638402185	False
53548	40564507	M	53548	Will you be joining me tomorrow morning at Agape International Spiritual Center?	False	0.9917263030987588	False
100009	75738195	M	100009	Should we have tried harder even though in retrospect it would not have made a difference?	True	0.9917334725503506	False
59716	40564507	M	59716	Yes?	False	0.9918427448106495	False
59298	40564507	M	59298	Meditation begins at 6:45pm in the Sanctuary and we'll see you Lovestreamers at our usual channel, http://AgapeLive.com by 7:15pm Pacific, Cool?	False	0.9918572901952027	False
99639	75738195	M	99639	But isn't the priority to protect lives?	False	0.9918647185997201	False
99068	75738195	M	99068	What I'm curious about is why Hillary is apologizing if she did nothing illegal?	False	0.9918799652654997	False
55425	40564507	M	55425	Ready for 2017?	False	0.9919248491271438	False
55173	40564507	M	55173	Is the glass half full?	True	0.9919607541270518	False
53720	40564507	M	53720	Do you see the glass half-full or half-empty?	True	0.9919607541270518	False
1992	64889247	M	1992	Now the son of a  refugee, born on foreign soil can lead the republican  party in its fight for immigrants, then against immigrants, oh wait, is Cruz for immigrants again?	False	0.9919938008845945	False
133618	99348719	M	133618	Trouble for Dems in 2014?	False	0.9919967434747381	False
56336	40564507	M	56336	When was the last time you really looked in the mirror?	False	0.9919991655784676	False
71918	65335637	M	71918	Oh, and can someone get Jon a schedule?	False	0.9920417898782847	False
55161	40564507	M	55161	Are you ready for Sunday service at Agape International Spiritual Center?	True	0.992043035519089	False
42289	77274779	M	42289	Why did he do it?	False	0.9920514276014235	False
60421	40564507	M	60421	Have you taken classes at Agape International Spiritual Center?	False	0.9920747999545334	False
54289	40564507	M	54289	How lucky are you, really?	False	0.9920784877023244	False
81849	77108673	M	81849	What temps do you  prefer?	False	0.9921164049089819	False
299	11679984	M	299	Looking for warmer weather?	False	0.99212046404155	False
56932	40564507	M	56932	Do you look with your eyeballs or with your awareness?	True	0.9921283084843149	False
55125	40564507	M	55125	Do you look with your eyeballs or with your awareness?	True	0.9921283084843149	False
53501	40564507	M	53501	Is this going to be your moment?	True	0.9921465124087812	False
99097	75738195	M	99097	Coming up on my 77WABC radio show at 10am ET, I'm asking how listeners feel about the multi-million dollar settlements this and other cities dole out to those falsely or flimsily accused, like the Central Park Five who did hard time for notoriously raping a female jogger?	False	0.9921597608387877	False
82003	77108673	M	82003	What does your whacky imagination see in my Greek coffee today?	False	0.9921802838434299	False
54581	40564507	M	54581	Will you pray today?	False	0.9922278866904553	False
330	11679984	M	330	Is record possible today?	True	0.9922658113959494	False
30159	78289277	M	30159	On right now and its going down oin my friends tonight on her blog radio show and i think i might be included in the conversation for some strange reason....Hmmm????	False	0.992282944172058	False
74360	65335637	M	74360	Where do you stand on the issue of same sex marriages?	False	0.9923047803251798	False
71462	65335637	M	71462	Tell me this is the America you want your kids to be proud of?	False	0.9923049297165136	False
108	11679984	M	108	Could we sneak an #80 in today??	False	0.99231270093495	False
81917	77108673	M	81917	What sport did you play in high School?	False	0.9923129820933719	False
99420	75738195	M	99420	How in the world did I go from the hero of Episode One of Celebrity Apprentice to a villain in Episode Two, a kind of New Age Omorosa?	False	0.9923251688244946	False
82552	77108673	M	82552	97 today....80s and slight chance of showers Monday...do you like roller coaster rides?	False	0.9923394691341663	False
55982	40564507	M	55982	I #believe in #knowledge  Do you?	False	0.9923561893961895	False
10246	98249750	M	10246	Have you submitted your New Rule yet?	False	0.9923732436406165	False
133009	99348719	M	133009	Will she regain momentum?	False	0.9923943098201574	False
56640	40564507	M	56640	Have you heard about this vaccine?	False	0.9924012816683518	False
61153	40564507	M	61153	Did you miss the free teleseminar on the Life Visioning Process?	True	0.992453032668289	False
59932	40564507	M	59932	Ready?	False	0.9924705567978738	False
132923	99348719	M	132923	Is John Kasich the Anti-Trump candidate?	True	0.9925151718639496	False
98909	75738195	M	98909	We appreciate your releasing our innocent sailors, but wasn't that in part to get your assets unfrozen?	False	0.9925578443870404	False
60453	40564507	M	60453	Do you know about Sunday's show on Oprah Winfrey's network?	True	0.9925596729911843	False
1090	11679984	M	1090	Feel like riding a roller coaster?	False	0.9925808112564103	False
55288	40564507	M	55288	Will you share your forgiveness today?	False	0.9926191844417975	False
57586	40564507	M	57586	What do you think?	False	0.9926243344609794	False
82571	77108673	M	82571	Do you have an idea why?	True	0.992655080893367	False
57073	40564507	M	57073	Those who wish to sing, always find a song...  Will you join me?	False	0.9926713003156759	False
55359	40564507	M	55359	Those who wish to sing, always find a song... Will you join me?	False	0.9926713003156759	False
55035	40564507	M	55035	Those who wish to sing, always find a song... Will you join me?	False	0.9926713003156759	False
54195	40564507	M	54195	Those who wish to sing, always find a song... Will you join me?	False	0.9926713003156759	False
57116	40564507	M	57116	Are you ready for a change of direction in your life?	True	0.9926762655332776	False
70106	70415190	M	70106	(4.5 average out of 810 reviews)  So where'd everyone go?	False	0.9926763091920658	False
60439	40564507	M	60439	Who's ready?	False	0.9926989469855504	False
81484	77108673	M	81484	Raining in your neighborhood?	False	0.992768384241366	False
60417	40564507	M	60417	What is your vision for Agape International Spiritual Center's next 25 years?	False	0.9927802407898647	False
70585	65335637	M	70585	So why do Trump/Pence et al always dance around calling David Duke et al what we all know they are?	False	0.992781095740693	False
56256	40564507	M	56256	Are you ready to start seeing the kind of life you want to live?	True	0.9927821101337029	False
100600	75738195	M	100600	What say you?	False	0.9927921712514628	False
57326	40564507	M	57326	It's an exciting world out there, don't you think?	False	0.9928107174517347	False
57254	40564507	M	57254	What is one topic you would love to be covered at Sunday morning service at Agape International Spiritual Center?	False	0.9928168159218783	False
57498	40564507	M	57498	What's the difference between instinct and intuition?	False	0.9928718154660946	False
57014	40564507	M	57014	There's nothing like the present, right?	False	0.9928875450311178	False
54328	40564507	M	54328	Ask yourself honestly: are you lucky?	False	0.992978535761107	False
55717	40564507	M	55717	You know that feeling, right?	False	0.9930311777723048	False
754	11679984	M	754	Could there be Record Heat?	False	0.9930577281459321	False
54802	40564507	M	54802	Are you happy as you should be?	True	0.9930928957931694	False
55925	40564507	M	55925	Are you happy?	True	0.9930928957931694	False
60330	40564507	M	60330	Yes?	False	0.9930945270437298	False
42425	77274779	M	42425	But with #ISIS surging, is that what's needed right now?	False	0.9931203080490181	False
56591	40564507	M	56591	Which song would you like to choose?	False	0.9931397772866822	False
132967	99348719	M	132967	How do they figure into the U-S homecoming for the 52 hostages freed from Iran in 1981?	False	0.9931398753569695	False
57850	40564507	M	57850	Is it time to open up?	True	0.9931506352355033	False
60253	40564507	M	60253	Yes?	False	0.9931592280741107	False
313	11679984	M	313	Looking for the First Snow Flakes of the season?	False	0.9931698895506507	False
81900	77108673	M	81900	What does your wild imagination see in my Greek Coffee today?	False	0.9932315976437032	False
81908	77108673	M	81908	What does your wild imagination see in my Greek Coffee today?	False	0.9932315976437032	False
81953	77108673	M	81953	What does your wild & whacky imagination see in my Greek Coffee today?	False	0.9932315976437032	False
94504	30863532	M	94504	But when it comes to college football?	False	0.9932371728047513	False
54577	40564507	M	54577	Will you hold fast to your vision?	False	0.9932423790950474	False
100451	75738195	M	100451	Do you agree with Rick Santorum and think English must be the primary language in Puerto Rico in order for them to qualify for statehood?	True	0.9932552239319499	False
99134	75738195	M	99134	Et, tu, Atticus?	False	0.9932558021994382	False
733	11679984	M	733	Are you ready for a warm up?	True	0.9932570249817608	False
91943	99847210	M	91943	What have you ALWAYS wanted to ask Dean?	False	0.9932887261458417	False
57453	40564507	M	57453	Do you see the advantage you have with that?	True	0.9933035446495283	False
55389	40564507	M	55389	Will you tag a deserved friend?	False	0.9933890605147323	False
5756	98249750	M	5756	Gotta give it to #Trump, he doesn't pander: 'Minimum wage?	False	0.993445824972462	False
54653	40564507	M	54653	Do you see with the eye behind the eye?	True	0.993456614555155	False
56437	40564507	M	56437	Do you see with the eye behind the eye?	True	0.993456614555155	False
